Tiempo (s),Angulo (grados),Posicion del Carro (m),Velocidad del Carro (m/s),Fuerza (N),Aceleracion del Carro (m/s^2),Aceleración del Péndulo (rad/s^2)
0.809,10.01456534753819,1.7858176014724645,3.432481885017179,-4.605382062369506,-1.862449548031756,-0.16540255245310773
0.81,9.989302735917283,1.789251941333599,3.4343398611344353,-4.594286794163534,-1.8579761172561091,-0.1654144183469233
0.811,9.964030649529512,1.7926881346627508,3.4361933291517412,-4.5831050831698485,-1.8534680173058224,-0.16538205785949547
0.812,9.938749090933714,1.7961261769446515,3.43804228190068,-4.571905691631044,-1.8489527489385842,-0.16534149764920586
0.8130000000000001,9.913458062560156,1.7995660636621773,3.4398867175257717,-4.560701903925974,-1.844435625091889,-0.16529970009606743
0.8140000000000001,9.8881575669063,1.8030077902963817,3.4417266342043034,-4.549493802402031,-1.839916678531687,-0.16525670832406217
0.8150000000000001,9.862847606534439,1.8064513523265269,3.443562030145247,-4.538281466694041,-1.8353959409440137,-0.16521256406634635
0.8160000000000001,9.837528184069432,1.8098967452301151,3.4453929035882163,-4.5270649738097735,-1.8308734429690272,-0.1651673077089165
0.8170000000000001,9.812199302196497,1.8133439644829177,3.44721925280245,-4.515844398212778,-1.8263492142339797,-0.16512097833292377
0.8180000000000001,9.78686096365908,1.8167930055590036,3.449041076085835,-4.5046198119027325,-1.821823283385196,-0.1650736137557189
0.8190000000000001,9.761513171256794,1.8202438639307674,3.450858371763954,-4.493391284493262,-1.8172956781190497,-0.1650252505706281
0.8200000000000001,9.736155927843429,1.8236965350689567,3.452671138189166,-4.482158883287402,-1.8127664252120006,-0.16497592418552837
0.8210000000000001,9.710789236005128,1.8271510144455305,3.454479376573892,-4.47092975879216,-1.8082383847262746,-0.1649293908903588
0.8220000000000001,9.685413097570898,1.8306072975389485,3.4562830934179796,-4.459717129081209,-1.803716844087641,-0.1648925983486717
0.8230000000000001,9.660027514762943,1.8340653798257394,3.458082286790891,-4.448499916158311,-1.7991933729113594,-0.16485447765017663
0.8240000000000001,9.63463248987557,1.8375252567805367,3.4598769547972936,-4.437278208487715,-1.7946680064026865,-0.16481507525741537
0.8250000000000001,9.609228025272662,1.8409869238761125,3.461667095575891,-4.426052091596059,-1.7901407785972487,-0.1647744361224262
0.8260000000000001,9.58381412338522,1.8444503765834108,3.4634527072982895,-4.414821648165755,-1.7856117223982195,-0.16473260373456616
0.8270000000000001,9.558390786593863,1.8479156103725978,3.4652337891868665,-4.403589505537547,-1.7810818885771655,-0.16469095988753085
0.8280000000000001,9.532958016878144,1.851382620716514,3.4670103439161912,-4.39236429429176,-1.7765547293245743,-0.16465404540703002
0.8290000000000001,9.50751581646995,1.8548514030860428,3.468782369528678,-4.381134433149399,-1.7720256124868303,-0.16461577143799233
0.8300000000000001,9.482064187674952,1.8583219529501456,3.4705498641028676,-4.369900012877538,-1.7674945741897283,-0.16457618572308966
0.8310000000000001,9.456603132870011,1.861794265775898,3.472312825752222,-4.358661121218345,-1.7629616493546165,-0.16453533444716342
0.8320000000000001,9.431132654500663,1.865268337028522,3.474071252623959,-4.347417842985596,-1.7584268717368112,-0.1644932622867152
0.833,9.405652755078677,1.8687441621714198,3.475825142897922,-4.3361702601581635,-1.753890273962817,-0.16445001245786872
0.834,9.380163437179705,1.8722217366662053,3.4775744947854883,-4.324918451970605,-1.7493518875663885,-0.16440562676285328
0.835,9.354664703441006,1.8757010559727338,3.4793193065285117,-4.313662495000911,-1.7448117430234606,-0.1643601456350413
0.836,9.329156556559244,1.8791821155491322,3.4810595763982977,-4.302402463255545,-1.740269869786005,-0.16431360818260737
0.837,9.303638999288347,1.8826649108518267,3.4827953026946123,-4.291138428251789,-1.735726296314811,-0.16426605223081772
0.838,9.278112034437463,1.8861494373355714,3.4845264837447236,-4.279870459097544,-1.7311810501112537,-0.16421751436302062
0.839,9.252575664868957,1.889635690453474,3.486253117902472,-4.268598622568627,-1.726634157748069,-0.16416802996036414
0.84,9.22702989349648,1.8931236656570212,3.487975203547371,-4.257322983183635,-1.7220856448991562,-0.1641176332402725
0.841,9.201474723283118,1.896613358396105,3.4896927390837393,-4.246043603276488,-1.7175355363684588,-0.164066357293739
0.842,9.17591015723958,1.9001047641190447,3.491405722939857,-4.2347605430666535,-1.7129838561179238,-0.16401423412143756
0.843,9.150336198422456,1.903597878272612,3.4931141535671517,-4.223473860727213,-1.7084306272946002,-0.16396129466873646
0.844,9.124752849932541,1.9070926963020514,3.4948180294394087,-4.212183612450766,-1.7038758722568765,-0.1639075688596017
0.845,9.099160114913186,1.9105892136511033,3.4965173490520085,-4.200889852513248,-1.69931961259989,-0.16385308562944456
0.846,9.073557995358998,1.914087425772516,3.4982121214127124,-4.1896188621456565,-1.694772360704103,-0.16381171628241392
0.847,9.047946495239852,1.917587328103999,3.4999023314830437,-4.178310523104612,-1.690210070331356,-0.16375173490248976
0.848,9.022325620647432,1.9210889160589273,3.5015879549281723,-4.166941598565509,-1.6856234451286252,-0.16366086114394046
0.849,8.99669537673858,1.9245921850501921,3.503268991264934,-4.155571724284563,-1.6810363367618417,-0.16357056730630087
0.85,8.97105576863844,1.9280971304901882,3.504945439996119,-4.1442008650746205,-1.6764487311847034,-0.16348083563646684
0.851,8.945406801441415,1.931603747790799,3.506617300610924,-4.132828986888428,-1.6718606148050292,-0.16339164897870165
0.852,8.919748480212107,1.9351120323633844,3.508284572585394,-4.121456056780874,-1.6672719744697275,-0.16330299075516966
0.853,8.894080809986223,1.9386219796187671,3.509947255382844,-4.110082042872449,-1.6626827974502436,-0.16321484494708627
0.854,8.868403795771435,1.9421335849672214,3.5116053484542724,-4.098706914313856,-1.65809307142847,-0.16312719607646273
0.855,8.842717442548228,1.9456468438184602,3.5132588512387555,-4.087330641251736,-1.6535027844830967,-0.16304002918841723
0.856,8.81702175527072,1.949161751581624,3.5149077631638317,-4.075953194795531,-1.648911925076416,-0.1629533298340687
0.857,8.791316738867431,1.9526783036652697,3.5165520836458732,-4.064574546985354,-1.6443204820415285,-0.1628670840539494
0.858,8.765602398242065,1.95619649547736,3.518191812090443,-4.053194670760927,-1.639728444569974,-0.16278127836196202
0.859,8.739878738274212,1.9597163224252527,3.5198269478926427,-4.041813539931492,-1.635135802199748,-0.16269589972983353
0.86,8.714145763820097,1.9632377799156902,3.5214574904374465,-4.030431129146686,-1.6305425448037056,-0.16261093557207018
0.861,8.688403479713223,1.9667608633547902,3.523083439100025,-4.019047413868373,-1.6259486625783417,-0.16252637373139286
0.862,8.662651890765066,1.9702855681480362,3.524704793246058,-4.007662370343357,-1.6213541460329264,-0.16244220246463364
0.863,8.636891001765683,1.9738118897002683,3.526321552232037,-3.996275975576984,-1.6167589859789917,-0.1623584104290839
0.864,8.61112081748436,1.9773398234156738,3.527933715405557,-3.9848882073075846,-1.612163173520153,-0.16227498666927465
0.865,8.585341342670183,1.9808693646977795,3.5295412821055994,-3.973499043981768,-1.6075667000422698,-0.16219192060419022
0.866,8.559552582052623,1.9844005089494423,3.5311442516628033,-3.962108464730468,-1.6029695572039073,-0.1621092020148763
0.867,8.533754540342091,1.987933251572842,3.5327426233997303,-3.950716449345801,-1.5983717369271186,-0.16202682103245777
0.868,8.507947222230474,1.9914675879694732,3.5343363966311188,-3.939322978258661,-1.5937732313885227,-0.16194476812653896
0.869,8.482130632391652,1.9950035135401374,3.5359255706641295,-3.9279280325170327,-1.5891740330106658,-0.16186303409396624
0.87,8.456304775034834,1.9985410236888623,3.5375101487249623,-3.9165414097133127,-1.5845780608329882,-0.16178681302033626
0.871,8.430469653599935,2.0020801138268802,3.5390901380178024,-3.90517305377236,-1.5799892928399146,-0.1617213808147964
0.872,8.40462527185701,2.0056207793642984,3.5406655374180556,-3.8938021406820433,-1.5753994002533924,-0.16165570347420277
0.873,8.378771633589228,2.009163015710107,3.5422363458087474,-3.882428689624694,-1.5708083906920103,-0.16158979184789107
0.874,8.352908742592282,2.0127068182721874,3.5438025620802365,-3.871052719066435,-1.5662162714891097,-0.16152365641655356
0.875,8.327036602673818,2.0162521824573174,3.5453641851299387,-3.8596742467808065,-1.5616230497021948,-0.16145730730449767
0.876,8.301155217578916,2.0197991036718284,3.5469212145108777,-3.8482949119147025,-1.5570293809392663,-0.16139161494573206
0.877,8.275264590619996,2.023347577325068,3.548473653239643,-3.836923373336008,-1.5524387287650254,-0.16133117576579556
0.878,8.249364725299055,2.0268975988250966,3.5500215000284387,-3.8255488691482444,-1.5478467887957632,-0.16127028175018707
0.879,8.223455625142577,2.0304491635786994,3.5515647536027304,-3.8141714326849785,-1.5432535742916367,-0.16120895122478232
0.88,8.19753729370054,2.0340022669914,3.5531034127007617,-3.8027910960709383,-1.538659098031267,-0.16114720188873094
0.881,8.171609734545443,2.0375569044674733,3.5546374760730894,-3.7914078902623243,-1.534063372327795,-0.16108505083539842
0.882,8.14567295127139,2.0411130714099555,3.556166942482134,-3.780021845085785,-1.5294664090444037,-0.16102251457261338
0.883,8.119726947493175,2.0446707632206573,3.5576918107017432,-3.768632989276096,-1.5248682196093282,-0.1609596090422558
0.884,8.093771728451342,2.0482299752861066,3.5592120654493358,-3.7572061819183356,-1.5202547475926618,-0.16087766406544593
0.885,8.067807301514172,2.0517907029684745,3.5607276823678515,-3.745718740537995,-1.5156169185158916,-0.1607646152201065
0.886,8.041833673031514,2.0553529416301104,3.5622386616359716,-3.734232010458114,-1.510979268120127,-0.16065304844563685
0.887,8.015850849272642,2.058916686633504,3.5637450033934757,-3.722745894135132,-1.5063417575042921,-0.16054291318931999
0.888,7.989858836429004,2.0624819333412465,3.5652467077425802,-3.711260297381541,-1.5017043491046815,-0.16043416066210586
0.889,7.9638576406168715,2.0660486771159956,3.5667437747492294,-3.699775129251005,-1.4970670066491965,-0.16032674377880954
0.89,7.937847267879894,2.06961691332044,3.5682362044443425,-3.6882903019272426,-1.492429695113082,-0.16022061710025606
0.891,7.911827724191563,2.073186637317265,3.5697239968250187,-3.676805730616634,-1.4877923806761446,-0.16011573677734722
0.892,7.8857990154576045,2.0767578444691206,3.5712071518557003,-3.6653213334443713,-1.4831550306813823,-0.1600120604969638
0.893,7.859761147518257,2.08033053013859,3.5726856694692954,-3.6538370313540556,-1.4785176135949873,-0.15990954742964908
0.894,7.833714126150501,2.083904689688158,3.574159549568263,-3.6423527480106603,-1.47388009896769,-0.15980815817903563
0.895,7.807657956431343,2.08748031848577,3.5756287976118046,-3.63088237506678,-1.469248043541408,-0.1597152881297423
0.896,7.781592642832942,2.091057411905846,3.577093420076007,-3.6194284531714533,-1.4646224642025318,-0.15963229551148314
0.897,7.755518190072848,2.094635965322187,3.5785534163407533,-3.607973240015989,-1.4599962647461573,-0.15954974010336
0.898,7.729434602844709,2.098215974107962,3.5800087857751497,-3.5965167086232523,-1.4553694343964543,-0.15946760856979716
0.899,7.703341885818992,2.1017974336356997,3.5814595277378802,-3.5850588329020225,-1.4507419627307252,-0.1593858880459
0.9,7.67724004364368,2.105380339277277,3.5829056415775473,-3.5735995876160884,-1.446113839667091,-0.1593045661213234
0.901,7.6511290809449495,2.10896468640391,3.584347126633,-3.5621389483543813,-1.4414850554525926,-0.15922363082468122
0.902,7.625009002327813,2.1125504703861435,3.5857839822336515,-3.550676891502111,-1.4368556006516922,-0.1591430706084747
0.903,7.5988798123767545,2.1161376865938433,3.5872162076997864,-3.53921339421286,-1.4322254661351532,-0.15906287433451377
0.904,7.572741515656327,2.119726330396186,3.588643802342856,-3.527748434381639,-1.4275946430693067,-0.15898303125984298
0.905,7.546594116711736,2.1233163971616515,3.5900667654657616,-3.516281990618838,-1.4229631229056716,-0.158903531023129
0.906,7.520437620069403,2.1269078822580147,3.5914850963631326,-3.5048140422250404,-1.4183308973709217,-0.15882436363149646
0.907,7.494272030237509,2.130500781052336,3.5928987943215898,-3.4933445691667053,-1.4136979584571943,-0.15874551944781493
0.908,7.468097351706514,2.1340950889109562,3.5943078586200023,-3.4818735520526776,-1.409064298412733,-0.15866698917841443
0.909,7.441913588949661,2.137690801199486,3.595712288529735,-3.470400972111468,-1.4044299097328348,-0.15858876386120346
0.91,7.4157207464234665,2.1412879132828007,3.597112083314886,-3.458926811169317,-1.3997947851511081,-0.15851083485419046
0.911,7.389518828568182,2.144886420525033,3.5985072422325173,-3.4474510516289936,-1.3951589176310266,-0.15843319382439083
0.912,7.363307839808252,2.148486318289566,3.599897764532875,-3.435973676449323,-1.3905223003577722,-0.15835583273711215
0.913,7.3370877845527485,2.1520876019390256,3.6012836494596057,-3.4244946691254126,-1.3858849267303543,-0.1582787438456
0.914,7.3108586671957845,2.1556902668352755,3.6026648962499594,-3.4130140136695193,-1.381246790353988,-0.15820191968102068
0.915,7.284620492116931,2.1592943083394105,3.604041504134992,-3.401531694592613,-1.3766078850327461,-0.1581253530428028
0.916,7.258373263681595,2.1628997218117503,3.6054134723397544,-3.3900476968865223,-1.3719682047624449,-0.15804903698928274
0.917,7.232116986241405,2.166506502611834,3.6067808000834782,-3.378562006006724,-1.3673277437237872,-0.15797296482869064
0.918,7.205851664134567,2.1701146460984138,3.608143486579754,-3.3670746078557094,-1.362686496275733,-0.15789713011042783
0.919,7.179577301686217,2.1737241476294504,3.609501531036703,-3.3555854887668923,-1.3580444569490875,-0.15782152661663137
0.92,7.153293902864901,2.1773350025651026,3.61085493565219,-3.3441021231065906,-1.353404615487317,-0.15775014935400444
0.921,7.127001470620287,2.180947206274489,3.6122037093862036,-3.332641415507327,-1.348773734013353,-0.15769203597422352
0.922,7.100700011145508,2.1845607541008225,3.613547826333584,-3.3211162008978863,-1.3441169473800851,-0.15760060443689758
0.923,7.074389531152475,2.188175641373526,3.614887272703353,-3.309556770469587,-1.3394463697692225,-0.1574920306724001
0.924,7.048070036732021,2.1917918634221922,3.616222048665979,-3.2979980307481847,-1.3347759626254845,-0.1573849693468502
0.925,7.021741533892928,2.195409415576543,3.6175521543508666,-3.2864398788046345,-1.3301056848876955,-0.15727936688645214
0.926,6.995404028564826,2.199028293166391,3.6188775898478234,-3.2748822153778314,-1.325435496956922,-0.15717517166051875
0.927,6.969057526194652,2.202648491525135,3.6201983587441107,-3.2633337838515675,-1.3207688962874489,-0.15707706197473514
0.928,6.942702032254046,2.2062700059865112,3.6215144613760217,-3.251786455776124,-1.3161026319112086,-0.15698069329076733
0.929,6.916337552176531,2.2098928318840536,3.622825897542589,-3.2402388877074806,-1.3114361665672862,-0.1568853485024128
0.93,6.889964091340015,2.213516964551069,3.624132667015364,-3.228691010776184,-1.306769472775455,-0.1567909921011123
0.931,6.863581480388544,2.2171424008396254,3.6254362885562097,-3.220940300595887,-1.3036215408455285,-0.15873008594249924
0.932,6.837189411207482,2.2207691393133273,3.6267384737020025,-3.217468360039512,-1.3021851457927398,-0.16296152718591986
0.933,6.810787655522575,2.2243971784106162,3.628039097288846,-3.213683065365259,-1.3006235868435088,-0.16702809911495023
0.934,6.784375994108376,2.228026516448241,3.629338037624634,-3.2095931318250783,-1.2989403357875198,-0.17093442701167277
0.935,6.75795421653432,2.2316571516246326,3.6306351763919062,-3.2052070306364544,-1.2971387672725556,-0.17468500712450546
0.936,6.731522118210839,2.2352890820467097,3.6319304220770663,-3.200591804908232,-1.2952456851599832,-0.17831570820284073
0.937,6.705079501376846,2.2389223057302297,3.6332236835200318,-3.1957483656841443,-1.2932614429653615,-0.1818269966112202
0.9380000000000001,6.6786261773152855,2.242556820580665,3.6345148504356954,-3.1906289272761246,-1.2911669156637953,-0.1851932487603441
0.9390000000000001,6.6521619652696575,2.2461926243962544,3.6358038155893433,-3.185241146351025,-1.2889651536478957,-0.1884185301567554
0.9400000000000001,6.625686692220591,2.249829714870968,3.6370904747135238,-3.179592470730984,-1.2866591241802978,-0.19150679578471613
0.9410000000000001,6.599200187542287,2.2534680896419093,3.638374770941232,-3.173801430210839,-1.2842962277081527,-0.19452153896285573
0.9420000000000001,6.5727022897059575,2.2571077462469007,3.6396566049915204,-3.167762008176199,-1.28183405028862,-0.1974059261441904
0.9430000000000001,6.546192844438942,2.260748682126345,3.6409358794445623,-3.1614788844847896,-1.2792744530417852,-0.200162432465435
0.9440000000000001,6.519671703329424,2.2643908946359668,3.6422125096217495,-3.154983938523421,-1.276630177187171,-0.20280811779978777
0.9450000000000001,6.4931387219584895,2.2680343810672747,3.643486431307804,-3.1483283519512537,-1.2739216860546654,-0.20537040327526276
0.9460000000000001,6.466593760812878,2.2716791386464608,3.6447575791858515,-3.141509389539452,-1.2711478780476952,-0.2078478089236966
0.9470000000000001,6.440036687976472,2.2753251645106825,3.6460258642218055,-3.134467777044473,-1.2682850359541047,-0.21020852454634292
0.9480000000000001,6.4134673779371445,2.278972455710523,3.647291199840851,-3.1272096861667626,-1.2653356190455365,-0.21245582965782991
0.9490000000000001,6.386885711406235,2.282621009212386,3.6485535018630055,-3.119741126708086,-1.2623020221545775,-0.21459291796390492
0.9500000000000001,6.360291570246237,2.2862708219432935,3.6498127309074744,-3.112174118579931,-1.2592290444687178,-0.2166798730219241
0.9510000000000001,6.333684843599176,2.289921890752665,3.6510688093717087,-3.1044131198275013,-1.2560784642344798,-0.21866541580027984
0.9520000000000001,6.307065426586103,2.2935742124108693,3.6523216582041838,-3.0964545281720324,-1.25284883247522,-0.22054758541188202
0.9530000000000001,6.280433219999263,2.297227783611418,3.653571200548673,-3.0883038520677544,-1.2495423444894356,-0.22232930991551567
0.9540000000000001,6.253788127964279,2.3008826009919723,3.654817380554508,-3.0800136249116212,-1.246180005834581,-0.2240387670988412
0.9550000000000001,6.227130064266423,2.3045386610865144,3.65606009454231,-3.0714642899161806,-1.2427139878023388,-0.2256117400952865
0.9560000000000001,6.200458946920425,2.3081959603564886,3.657299269974048,-3.0627337249383317,-1.2391754317380919,-0.22709000634556178
0.9570000000000001,6.173774698941475,2.3118544951945044,3.658534838015672,-3.053831207799462,-1.235568041623781,-0.2284785206961628
0.9580000000000001,6.1470772482637805,2.3155142619262863,3.6597667317818767,-3.0447616272483304,-1.2318937662045903,-0.22977988239701594
0.9590000000000001,6.120366522747662,2.3191752568545834,3.660994928297072,-3.0356347738439937,-1.2281965151954708,-0.23105305292712114
0.96,6.093642456174,2.3228374762218746,3.662219367291161,-3.0263574186077795,-1.2244389940887626,-0.23224793750330913
0.961,6.066904987143281,2.326500916207486,3.6634399856116313,-3.0169223701441705,-1.220618320470584,-0.23336064818179494
0.962,6.040154057942666,2.3301655729364508,3.66465672896485,-3.0073517906630056,-1.21674335321902,-0.2344030711035269
0.963,6.013389611542343,2.333831442508472,3.665869572021454,-2.997718103899214,-1.2128430566038781,-0.23541411738931434
0.964,5.986611593429989,2.3374985209916925,3.6670784832203602,-2.9880057377452878,-1.2089111989060144,-0.236385412542308
0.965,5.959819954510264,2.3411668043955203,3.66828340382785,-2.9781467689470555,-1.2049206074898902,-0.23728042775477637
0.966,5.933014649865081,2.344836288672316,3.669484276795954,-2.968145425412767,-1.200872968103682,-0.2381014118730525
0.967,5.906195638629693,2.3485069697190357,3.670681046719321,-2.9580058267092904,-1.196769923367094,-0.23885055615355824
0.968,5.879362878863453,2.3521788434221653,3.671873703129786,-2.9478403283109764,-1.1926564104649584,-0.2395882725157334
0.969,5.852516333896096,2.3558519056177882,3.673062195622792,-2.9375490929048818,-1.1884924930060354,-0.2402608558514747
0.97,5.825655971049422,2.3595261520893427,3.6742464715542718,-2.927126533023673,-1.1842759314795752,-0.24086527845320904
0.971,5.7987817613748485,2.3632015785691554,3.6754264798126393,-2.9165764914441055,-1.1800082583673819,-0.24140358465789902
0.972,5.771893677099964,2.3668781807610437,3.6766021918884966,-2.90595548474173,-1.1757120758572497,-0.24190616679405974
0.973,5.744991691861808,2.370555954345832,3.677773584788373,-2.8952773093823856,-1.1713928998766487,-0.24238044112058457
0.974,5.718075783898222,2.3742348949555976,3.6789406097655806,-2.8844775878349056,-1.1670249772075207,-0.24279174675821685
0.975,5.69114593489019,2.3779149981751075,3.680103219510029,-2.8735599218865864,-1.1626097444485615,-0.2431420001083647
0.976,5.664202129856263,2.381596259543219,3.681261368111346,-2.8625278206888627,-1.1581486013169362,-0.24343306826018948
0.977,5.637244351662973,2.3852786746007992,3.6824150575802315,-2.8515010963631715,-1.1536894688856607,-0.24372944793357937
0.978,5.610272588250113,2.3889622388442486,3.6835642434495766,-2.840363554759978,-1.1491858693452184,-0.24396856807954942
0.979,5.583286828909119,2.392646947742182,3.6847088979335,-2.829156907945856,-1.1446544839237374,-0.24417287455560235
0.98,5.556287070654718,2.396332796685941,3.6858489437585673,-2.8177574428059002,-1.14004582506705,-0.24427571196012582
0.981,5.529273312495996,2.4000197810226127,3.686984336671614,-2.8062477247855706,-1.1353929130466534,-0.24432152088735884
0.982,5.502245553569177,2.4037078960821714,3.688115059558801,-2.794695610656153,-1.130722887186676,-0.24434684102727527
0.983,5.475203796755529,2.4073971371552756,3.6892410731042906,-2.7830455987927416,-1.126013545489693,-0.24432175602435405
0.984,5.448148047686098,2.411087499494474,3.6903623391983316,-2.771300711747253,-1.1212660940407981,-0.24424787410734555
0.985,5.421078314183799,2.414778978319433,3.691478824958907,-2.7594740258448396,-1.1164857605752527,-0.24413222311120178
0.986,5.393994601774198,2.4184715688574445,3.6925905380112503,-2.7476668151275376,-1.111713052343189,-0.24402937986141543
0.987,5.366896920405984,2.422165266298903,3.693697441458657,-2.7357677733064314,-1.1069034474066513,-0.24387934052419022
0.988,5.339785282600077,2.4258600657984584,3.694799499555469,-2.723779784519195,-1.1020580968123077,-0.24368363991164035
0.989,5.3126597033651946,2.429555962476135,3.695896677676584,-2.711705656341277,-1.0971781211146825,-0.24344377199601192
0.99,5.285520196508894,2.433252951449548,3.6969889734130255,-2.699625934959119,-1.092295736441492,-0.24320315782697655
0.991,5.258366777606845,2.4369510278190174,3.6980763694692222,-2.687503403966628,-1.087396056196834,-0.2429417219329407
0.992,5.2311994653276255,2.4406501866511814,3.6991588321641533,-2.675297102424716,-1.0824626949311487,-0.2426373578715984
0.993,5.204018280676198,2.4443504229800737,3.700236328892162,-2.6630097242247377,-1.077496728008671,-0.24229149935125463
0.994,5.176823245650329,2.4480517318190773,3.7013088390035422,-2.6506711644204843,-1.072510111380566,-0.24192025754295227
0.995,5.149614379982375,2.451754108193016,3.7023763739389572,-2.6383616519292445,-1.067534935414799,-0.24156691388043608
0.996,5.122391704797514,2.4554575471172972,3.7034389242812344,-2.626029039578183,-1.062550342277008,-0.24120333005789998
0.997,5.095155244422654,2.459162043575366,3.7044964580688133,-2.613616967422472,-1.0575337875789999,-0.24079907902016384
0.998,5.067905025395247,2.462867592519749,3.7055489443829828,-2.601128047415958,-1.0524863141696517,-0.2403555513933245
0.999,5.040641071851821,2.4665741889121646,3.7065963924158276,-2.5886625610891265,-1.0474480328447844,-0.2399268675989558
1.0,5.0133634106908245,2.470281827692384,3.707638780219225,-2.5761426555932068,-1.0423878033972547,-0.23947099534181623
1.0010000000000001,4.986072071339361,2.4739905037698704,3.7086760774864196,-2.5635474372775624,-1.0372972671945797,-0.23897663801518734
1.002,4.958774695651405,2.477700146438373,3.7096426685026027,-2.3869133902563577,-0.9665910161832663,-0.14989484369986106
1.0030000000000001,4.931483194580417,2.481410626349043,3.7104799106702004,-2.063684205866768,-0.8372421675978465,0.018389324337120302
1.004,4.904206202300163,2.485121822864763,3.7111965157196947,-1.7622551933960728,-0.7166050494942845,0.17494722065200036
1.0050000000000001,4.876951745577861,2.4888336235032638,3.7118006385008724,-1.4812323232992137,-0.6041227811777893,0.3205288635775408
1.006,4.849727291114701,2.4925459233427736,3.7122998395099267,-1.2191279929853487,-0.49920100905434284,0.4559350912349064
1.0070000000000001,4.8225397177801765,2.4962586250622225,3.71270171944915,-0.9760411163921805,-0.4018799392232328,0.5811097814416356
1.008,4.79539541272256,2.4999716381259027,3.7130130636802443,-0.749931756707497,-0.3113442310942305,0.697152522950254
1.0090000000000001,4.768300229046067,2.503684878875427,3.713240749524262,-0.5410283837462518,-0.2276858440177199,0.8039373968033384
1.01,4.741259610624603,2.507398269484718,3.7133906092908826,-0.3467170514016565,-0.14985976662048667,0.9028747038979044
1.0110000000000001,4.714278494754935,2.5111117384492414,3.713468964523623,-0.1682196199234405,-0.0783552327403371,0.9933018627632842
1.012,4.687361490157158,2.514825219215748,3.7134807665062994,-0.0021091646136150804,-0.011801982676641088,1.0770691423314123
1.0130000000000001,4.6605127950795415,2.5185386504300706,3.7134312143226174,0.15099584778252229,0.04955218368201264,1.1538404056217395
1.014,4.633736291279152,2.5222519752100934,3.713324780022665,0.2929140484273072,0.106434299952163,1.2245971211016917
1.0150000000000001,4.6070355313434845,2.5259651410120636,3.713165801970218,0.4239805627104988,0.15897805244725832,1.2895189254128172
1.016,4.580413762709567,2.529678099378798,3.7129583667345147,0.544825742842745,0.2074352357030682,1.3489451724527761
1.0170000000000001,4.553873953479641,2.5333908056331254,3.712706254327286,0.6562167871634881,0.2521124072284785,1.4032893592476947
1.018,4.527418821203261,2.537103218527622,3.7124128944964614,0.7590300914251539,0.2933598308247037,1.453024213016559
1.0190000000000001,4.501050906059203,2.5408152994978868,3.712080970264655,0.8551331320678499,0.3319242318062854,1.4991588198028902
1.02,4.474772430612173,2.5445270136198457,3.7117141219588166,0.9421331824831853,0.3668483058387508,1.5403977366740254
1.0210000000000001,4.448585486934144,2.548238328318715,3.711314698869224,1.0232584914211362,0.39942308959258155,1.5784864050525396
1.022,4.422491961285184,2.5519492135863544,3.7108852676396133,1.097966125623654,0.42943122961079583,1.6131302603478221
1.0230000000000001,4.396493583963368,2.5556596416246755,3.7104280383211177,1.1671480337287345,0.457229318495723,1.644811144383203
1.024,4.3705919299035445,2.5593695867214152,3.7099450967395224,1.2311151805605625,0.48294158159517186,1.6736966381694178
1.025,4.3447883829334275,2.563079025515835,3.709438794419548,1.2892036894744563,0.5063023199746897,1.6994267026688856
1.026,4.319084275871281,2.5667879358824583,3.7089103666235648,1.3442046110241255,0.5284277959830155,1.7235114355227668
1.027,4.293480753382113,2.570496297738008,3.7083618555494473,1.3941008341915733,0.5485110741174731,1.7448584619912817
1.028,4.267978871355442,2.574204092455772,3.7077947177638424,1.4403567663637715,0.5671377856050488,1.7642599698738384
1.029,4.242579562749184,2.5779113029638823,3.70721050811052,1.482726953150352,0.584209653322284,1.7815825974412123
1.03,4.217283696380925,2.5816179132725945,3.7066103087121185,1.5223934399559944,0.6001993984015391,1.7974659582808685
1.031,4.192092033994285,2.585323908685621,3.705995413026349,1.5588280601077593,0.6148956857697401,1.8116237014044634
1.032,4.1670052188877325,2.589029275968113,3.705367282491944,1.591611052960017,0.6281305344047816,1.82382806664039
1.033,4.142023907777117,2.592734002269443,3.704726301330326,1.623435667618378,0.6409811616178984,1.8355374242982594
1.034,4.117148580471782,2.5964380763994392,3.7040741299960813,1.6511113809306843,0.652171334244456,1.8450233787344756
1.035,4.092379667116496,2.600141488160297,3.7034117608575547,1.676308627012614,0.6623691385265851,1.8531903251599886
1.036,4.067717527271958,2.6038442283035392,3.7027401432425178,1.6991351327517699,0.6716176150367833,1.8600963193708302
1.037,4.043162447533892,2.607546288536007,3.7020602324677214,1.7195760401377571,0.6799107747965506,1.8657330101209584
1.038,4.01871464077704,2.61124766152822,3.701372992213079,1.7376105510641984,0.6872402546426585,1.8700888171053345
1.039,3.994374250902996,2.614948340876258,3.700679348038138,1.7533340719515056,0.6936441749411814,1.8732151238507238
1.04,3.970141406618547,2.618648320627108,3.6999797508500167,1.7679333295416277,0.699597188121181,1.8757547975751716
1.041,3.9460161325774843,2.622347595883449,3.699275256341146,1.779896394898585,0.7044945088704125,1.8768882153628492
1.042,3.9219984378661614,2.626046162245276,3.6985663618269973,1.7906193134929687,0.708894514149,1.8773717458276142
